text,remember,understand,apply,analyze,evaluate,create,one_hot
Capacidade de aplicar a teoria básica dos fluxos de tráfego à análise da capacidade de intersecção não sinalizada,0.0,0.0,1.0,0.0,0.0,0.0,[0. 0. 1. 0. 0. 0.]
Capacidade de aplicar os princípios e práticas do jornalismo que aprenderam nos seus estudos de graduação num contexto internacional;,0.0,0.0,1.0,0.0,0.0,0.0,[0. 0. 1. 0. 0. 0.]
Capacidade de articular interpretações críticas de textos e processos dramáticos em argumentos escritos sistemáticos.,0.0,0.0,0.0,0.0,1.0,0.0,[0. 0. 0. 0. 1. 0.]
"Capacidade de comunicar com os investigadores em questões relacionadas com dados de projeto, condução e análise de estudos.",0.0,0.0,0.0,0.0,0.0,1.0,[0. 0. 0. 0. 0. 1.]
Capacidade de realizar avaliações de impacto em relação ao TEPT e ao traumágenismo;,0.0,0.0,1.0,0.0,0.0,0.0,[0. 0. 1. 0. 0. 0.]
Capacidade de analisar criticamente os planos de projectos de desenvolvimento propostos para efeitos ambientais possíveis e identificar medidas de mitigação,0.0,0.0,0.0,1.0,0.0,0.0,[0. 0. 0. 1. 0. 0.]
Capacidade de elaborar planos de cronometragem para sinais de trânsito isolados,0.0,0.0,0.0,0.0,0.0,1.0,[0. 0. 0. 0. 0. 1.]
"Capacidade de conceber, realizar e analisar pesquisas de trânsito",0.0,0.0,0.0,1.0,0.0,1.0,[0. 0. 0. 1. 0. 1.]
Capacidade de desenvolver uma formulação com o clienteThemeslabel Técnicas específicas de TCC,0.0,0.0,0.0,0.0,0.0,1.0,[0. 0. 0. 0. 0. 1.]
Capacidade de conceber um ciclo de manutenção e de utilizá-lo para atingir os objectivos definidosTemasTáb,0.0,0.0,0.0,0.0,0.0,1.0,[0. 0. 0. 0. 0. 1.]
Capacidade de incorporar interpretações críticas de teorias e formas de desempenho no trabalho prático,0.0,0.0,0.0,0.0,1.0,0.0,[0. 0. 0. 0. 1. 0.]
"Capacidade de participar em debates entre várias ""gerações"" de profissionais e críticos da literatura digital;",0.0,0.0,0.0,0.0,1.0,0.0,[0. 0. 0. 0. 1. 0.]
Capacidade de explicar e demonstrar a justificação da TCC ao clienteThemeslabel Competências básicas da TCC,0.0,0.0,1.0,0.0,0.0,0.0,[0. 0. 1. 0. 0. 0.]
Capacidade de gerir os resultadosThemeslabel Competências terapêuticas genéricas,0.0,0.0,1.0,0.0,0.0,0.0,[0. 0. 1. 0. 0. 0.]
Capacidade de realizar pesquisas na história do teatro,0.0,0.0,0.0,0.0,0.0,1.0,[0. 0. 0. 0. 0. 1.]
"Capacidade de situar as literatura digital no contexto das mudanças no mundo contemporâneo do livro, especialmente em torno das tecnologias",0.0,0.0,1.0,0.0,0.0,0.0,[0. 0. 1. 0. 0. 0.]
Capacidade de estruturar sessõesTemasEtiqueta Competências CBT básicas,0.0,0.0,0.0,0.0,0.0,1.0,[0. 0. 0. 0. 0. 1.]
Capacidade de utilizar medidas e auto-monitorização para orientar a terapia e monitorar os resultadosThemeslabel Compet,0.0,0.0,1.0,0.0,0.0,0.0,[0. 0. 1. 0. 0. 0.]
"Capacidade de escrever notas de processo, relatar e referir problemas experimentados pelo cliente menor;",0.0,0.0,0.0,0.0,0.0,1.0,[0. 0. 0. 0. 0. 1.]
Capacidade de realizar pesquisas em literatura científica relacionadas com um tema de investigação em nutrição.,0.0,0.0,1.0,0.0,0.0,0.0,[0. 0. 1. 0. 0. 0.]
"Capacidade de comunicar eficazmente o parecer elaborado com base em evidências científicas, em formato oral e escrito.",0.0,0.0,0.0,0.0,0.0,1.0,[0. 0. 0. 0. 0. 1.]
"Capacidade de sintetizar e interpretar material relevante e de comunicar ideias a outros de forma coerente, por meio de meios",0.0,0.0,0.0,0.0,1.0,1.0,[0. 0. 0. 0. 1. 1.]
"Capaz de compreender as principais idéias relativas à evolução da paisagem da Terra, sua biota e padrões",0.0,1.0,0.0,0.0,0.0,0.0,[0. 1. 0. 0. 0. 0.]
"Capaz de compreender a distribuição atual do clima, da biota, dos solos e das paisagens do mundo,",0.0,1.0,0.0,0.0,0.0,0.0,[0. 1. 0. 0. 0. 0.]
Capacidade de realizar um estudo de campo independente do ambiente natural e compreender os problemas associados à realização de medições de campo,0.0,1.0,1.0,0.0,0.0,0.0,[0. 1. 1. 0. 0. 0.]
"Aceitar a responsabilidade pelo seu desenvolvimento pessoal e profissional e gerenciá-lo, implementá-lo e avaliá-lo e",0.0,0.0,0.0,0.0,1.0,0.0,[0. 0. 0. 0. 1. 0.]
"Acesso e análise de grandes conjuntos de dados genómicos, transcriptómicos e proteómicos utilizando consultas de linha de",0.0,0.0,0.0,1.0,0.0,0.0,[0. 0. 0. 1. 0. 0.]
Acesso e análise crítica de fontes de informação científica;,0.0,0.0,0.0,1.0,0.0,0.0,[0. 0. 0. 1. 0. 0.]
Acesso e avaliação crítica das políticas e pesquisas pertinentes relacionadas com a transição da juventude através da educação e formação,0.0,0.0,0.0,0.0,1.0,0.0,[0. 0. 0. 0. 1. 0.]
Acesso e avaliação adequados das informações necessárias;,0.0,0.0,0.0,0.0,1.0,0.0,[0. 0. 0. 0. 1. 0.]
Acesso e revisão da literatura científica.,0.0,0.0,0.0,0.0,1.0,0.0,[0. 0. 0. 0. 1. 0.]
aceder à literatura relevante para o seu desafio profissional e identificar como a literatura responde a ele,1.0,0.0,0.0,0.0,0.0,0.0,[1. 0. 0. 0. 0. 0.]
"Acesse os recursos informáticos da Faculdade, incluindo as instalações de acesso com uma clara compreensão dos procedimentos adequados",0.0,1.0,0.0,0.0,0.0,0.0,[0. 1. 0. 0. 0. 0.]
"Acesse as principais fontes de dados de saúde recolhidos de forma rotineira e escolha a fonte adequada, tendo em conta",0.0,0.0,0.0,1.0,0.0,0.0,[0. 0. 0. 1. 0. 0.]
"Acesso, adaptação e desenvolvimento de materiais e de actividades de ensino e avaliação crítica de recursos que satisfaçam as diversas necessidades e identi",0.0,0.0,0.0,0.0,0.0,1.0,[0. 0. 0. 0. 0. 1.]
"Contabilidade e comunicação de inventário, aplicando o método periódico e perpétuo, em conformidade com as questões levantadas na A",0.0,0.0,1.0,0.0,0.0,0.0,[0. 0. 1. 0. 0. 0.]
Presentar com precisão e clareza os dados experimentais em figuras e/ou tabelas com comentários descritórios clar,0.0,0.0,0.0,0.0,0.0,1.0,[0. 0. 0. 0. 0. 1.]
Referir com precisão e eficiência um problema infantil a várias disciplinas.,0.0,0.0,0.0,1.0,0.0,0.0,[0. 0. 0. 1. 0. 0.]
Aplicar com precisão os princípios de garantia da qualidade e de controlo da qualidade na imagem híbrida.,0.0,0.0,1.0,0.0,0.0,0.0,[0. 0. 1. 0. 0. 0.]
Aplicar com precisão os princípios de garantia da qualidade e de controlo da qualidade na imagem por ressonância magnética no contexto,0.0,0.0,1.0,0.0,0.0,0.0,[0. 0. 1. 0. 0. 0.]
"Avaliação e documentação precisas dos ferimentos com notas, diagramas e fotografia.",0.0,0.0,0.0,1.0,0.0,0.0,[0. 0. 0. 1. 0. 0.]
"Realizar com precisão as avaliações do estado mental, do risco e de outras avaliações pertinentes para ajudar a informar a prestação de",0.0,0.0,0.0,1.0,0.0,0.0,[0. 0. 0. 1. 0. 0.]
"Descrever e relatar com precisão as lesões nos dentes, no esqueleto crânio-facial e nos",0.0,0.0,0.0,0.0,1.0,0.0,[0. 0. 0. 0. 1. 0.]
Descrever com precisão os princípios de garantia da qualidade e de controlo da qualidade utilizados na tomografia por TC em múltiplas,0.0,1.0,0.0,0.0,0.0,0.0,[0. 1. 0. 0. 0. 0.]
Distinguir com precisão entre as estruturas cardíacas e vasculares na modificação das técnicas de tomografia por resson,0.0,0.0,0.0,1.0,0.0,0.0,[0. 0. 0. 1. 0. 0.]
Distinguir com precisão entre aparências normais e anormais em imagens de TC de cabeça e pescoço em múltip,0.0,0.0,0.0,1.0,0.0,0.0,[0. 0. 0. 1. 0. 0.]
Distinguir com precisão entre aparências normais e anormais em imagens de CT em múltiplas partes do tórax e do,0.0,0.0,0.0,1.0,0.0,0.0,[0. 0. 0. 1. 0. 0.]
Implementar com precisão os princípios das medidas de garantia da qualidade e do controlo da qualidade pertinentes para a tomografia por imagem,0.0,0.0,1.0,0.0,0.0,0.0,[0. 0. 1. 0. 0. 0.]
Interpretar com precisão os métodos e resultados estatísticos comunicados nas publicações sanitárias;,0.0,0.0,0.0,0.0,1.0,0.0,[0. 0. 0. 0. 1. 0.]
Interpretar com precisão os métodos e resultados estatísticos relatados nas publicações sanitárias.,0.0,0.0,0.0,0.0,1.0,0.0,[0. 0. 0. 0. 1. 0.]
"Localização precisa e avaliação crítica da literatura de investigação, com ênfase na saúde de emergência comunitária;",0.0,0.0,0.0,0.0,1.0,0.0,[0. 0. 0. 0. 1. 0.]
Realizar com precisão os cálculos biomédicos comuns utilizados na investigação;,0.0,0.0,1.0,0.0,0.0,0.0,[0. 0. 1. 0. 0. 0.]
Realizar com precisão competências abrangentes de avaliação da saúde e do físico em ambientes de prática clínica e simulada,0.0,0.0,0.0,0.0,1.0,0.0,[0. 0. 0. 0. 1. 0.]
"ler, compreender e interpretar com precisão uma gama de dados comumente encontrados em ambientes educacionais",0.0,1.0,0.0,0.0,1.0,0.0,[0. 1. 0. 0. 1. 0.]
"Registrar, analisar e comunicar com precisão os resultados das experiências a um público variado;",0.0,0.0,0.0,1.0,0.0,1.0,[0. 0. 0. 1. 0. 1.]
"Registrar, analisar e comunicar com precisão os resultados das experiências;",0.0,0.0,0.0,1.0,0.0,1.0,[0. 0. 0. 1. 0. 1.]
Resumir e avaliar de forma succinta artigos escritos para revistas de filosofia profissional numa apresentação de classe;,0.0,0.0,0.0,0.0,1.0,0.0,[0. 0. 0. 0. 1. 0.]
Realizar um projeto holístico que demonstre competência profissional e consciência cultural;,0.0,0.0,0.0,0.0,0.0,1.0,[0. 0. 0. 0. 0. 1.]
Reconhecer e examinar criticamente a diferença entre as construções representativas dos povos indígenas da Austrália branca,0.0,0.0,0.0,1.0,0.0,0.0,[0. 0. 0. 1. 0. 0.]
Reconhecer e examinar criticamente as diferentes formas de intervenção imperial e colonial na região do Pacífico;,0.0,0.0,0.0,1.0,0.0,0.0,[0. 0. 0. 1. 0. 0.]
Reconhecer e examinar criticamente o poder e o privilégio da branqueza na sociedade contemporânea australiana.,0.0,0.0,0.0,1.0,0.0,0.0,[0. 0. 0. 1. 0. 0.]
"Reconhecer as culturas, conhecimentos e valores indígenas; e",0.0,1.0,0.0,0.0,0.0,0.0,[0. 1. 0. 0. 0. 0.]
adquirir uma compreensão básica da estrutura da língua;,0.0,1.0,0.0,0.0,0.0,0.0,[0. 1. 0. 0. 0. 0.]
Obter uma visão geral conceitual da produção de jornalismo digital e da sua funcionalidade na redacção.,0.0,0.0,1.0,0.0,0.0,0.0,[0. 0. 1. 0. 0. 0.]
Obter uma visão geral conceitual do circuito artístico e da sua funcionalidade na indústria dos meios de comunicação.,0.0,0.0,1.0,0.0,0.0,0.0,[0. 0. 1. 0. 0. 0.]
Adquirir uma compreensão detalhada da teoria e prática da doutrina do RtP e da relevância da teoria do,0.0,1.0,0.0,0.0,0.0,0.0,[0. 1. 0. 0. 0. 0.]
adquirir uma compreensão histórica das circunstâncias económicas atuais.,0.0,1.0,0.0,0.0,0.0,0.0,[0. 1. 0. 0. 0. 0.]
adquirir um bom conhecimento das questões relacionadas com o financiamento das empresas internacionais,0.0,1.0,0.0,0.0,0.0,0.0,[0. 1. 0. 0. 0. 0.]
adquirir uma boa compreensão das principais perspectivas teóricas e pedagógicas e questões do ensino da matemática como disciplina de suje,0.0,1.0,0.0,0.0,0.0,0.0,[0. 1. 0. 0. 0. 0.]
adquirir uma boa compreensão das principais perspectivas teóricas e pedagógicas e questões do ensino da música através da experiência profissional,0.0,1.0,0.0,0.0,0.0,0.0,[0. 1. 0. 0. 0. 0.]
adquirir uma boa compreensão das principais perspectivas teóricas e pedagógicas e questões do ensino da psicologia,0.0,1.0,0.0,0.0,0.0,0.0,[0. 1. 0. 0. 0. 0.]
adquirir uma boa compreensão das principais perspectivas teóricas e pedagógicas e questões do ensino das ciências,0.0,1.0,0.0,0.0,0.0,0.0,[0. 1. 0. 0. 0. 0.]
adquirir uma compreensão completa de como aceder e adquirir dados através de bases de dados comumente utilizadas na investigação bancária e financeira,0.0,1.0,0.0,0.0,0.0,0.0,[0. 1. 0. 0. 0. 0.]
adquirir conhecimentos práticos do mercado principal e dos mecanismos regulatórios para a mitigação das emissões de GEE,1.0,0.0,0.0,0.0,0.0,0.0,[1. 0. 0. 0. 0. 0.]
adquirir conhecimentos e habilidades avançadas na compreensão de artigos de investigação,1.0,0.0,0.0,0.0,0.0,0.0,[1. 0. 0. 0. 0. 0.]
adquirir conhecimentos avançados do quadro conceitual e dos requisitos de divulgação em conformidade com as normas contábeis e,1.0,0.0,0.0,0.0,0.0,0.0,[1. 0. 0. 0. 0. 0.]
"Adquirir um conhecimento avançado dos princípios e métodos de investigação jurídica, comprovado pela sua capacidade de localizar, atu",0.0,1.0,1.0,0.0,0.0,0.0,[0. 1. 1. 0. 0. 0.]
"adquirir uma compreensão aprofundada dos conceitos económicos, como a eficiência do mercado, a avaliação do desempenho e a",0.0,1.0,0.0,0.0,0.0,0.0,[0. 1. 0. 0. 0. 0.]
Adquirir uma orientação das expectativas dos trabalhadores da área de cuidados com crianças e jovens nos diversos contextos de prática de,0.0,0.0,1.0,0.0,0.0,0.0,[0. 0. 1. 0. 0. 0.]
"adquirir uma compreensão da mitigação das alterações climáticas em relação aos impactos políticos, ambientais, regulamentares e económicos sobre as",0.0,1.0,0.0,0.0,0.0,0.0,[0. 1. 0. 0. 0. 0.]
Obter uma compreensão dos métodos e teorias arqueológicas atuais utilizados no estudo da formação do estado.,0.0,1.0,0.0,0.0,0.0,0.0,[0. 1. 0. 0. 0. 0.]
"adquirir uma compreensão da aprendizagem e do ensino holísticos, incluindo a ampla variedade de estratégias de aprendizagem",0.0,1.0,0.0,0.0,0.0,0.0,[0. 1. 0. 0. 0. 0.]
adquirir um conhecimento da gramática do Egito Médio;,0.0,1.0,0.0,0.0,0.0,0.0,[0. 1. 0. 0. 0. 0.]
adquirir uma compreensão das grandes teorias que se esforçam para explicar a globalização dos negócios e as regras que regem este,0.0,1.0,0.0,0.0,0.0,0.0,[0. 1. 0. 0. 0. 0.]
"Adquirir uma compreensão dos objectivos, motivações e estratégias do Sistema das Nações Unidas, das organizações regionais",0.0,1.0,0.0,0.0,0.0,0.0,[0. 1. 0. 0. 0. 0.]
adquirir uma compreensão das teorias e utilização dos mercados internacionais de câmbio,0.0,1.0,0.0,0.0,0.0,0.0,[0. 1. 0. 0. 0. 0.]
